index,scenario,location,fossil_depletion,human_toxicity,land_occupation,marine_toxicity,metal_depletion,climate_change,tech_type
25,3,PRT_2,2725906.652337849,42818.874821427904,4698.197762323055,5733.427564265083,19461.69583596721,5000701.211884558,ccgt
26,3,PRT_1,16145.713200027372,132796.38427628885,1503642.1147705866,1838.3862014700871,3904.7473520178382,60873.0842702743,chp_biofuel_extraction
27,3,PRT_2,5385.662859657819,44296.374265612736,501564.06170546607,613.2233469220845,1302.4914124000445,20305.19835485998,chp_biofuel_extraction
28,3,PRT_1,2314343.7917947266,4327027.01069766,74820205.00046197,278764.8250914822,1846845.583131727,106450428.28137174,hydro_reservoir
29,3,PRT_2,422500.6271839638,789930.879043689,13658983.445244225,50890.58672075876,337155.36125252425,19433315.34076173,hydro_reservoir
30,3,PRT_1,2306077.9415490413,3694196.608790312,12329537.060259355,272721.2636856282,2680585.646003156,11033790.028536323,hydro_run_of_river
31,3,PRT_2,304697.1925926564,488106.3711262173,1629075.6095193531,36034.08276370494,354180.10212295514,1457871.29948156,hydro_run_of_river
32,4,PRT_1,76473.0994824986,1201.2487922649043,131.80412636597268,160.84665853165157,545.9820865419678,140290.6152089694,ccgt
33,4,PRT_2,674799.1527055058,10599.827556281823,1163.0405122418588,1419.3120146452316,4817.749664706887,1237925.3478173995,ccgt
34,4,PRT_1,30020.5732905406,246915.29804198217,2795800.8265090045,3418.2081035266824,7260.302013917672,113184.5255218534,chp_biofuel_extraction
35,4,PRT_2,10510.52784633817,86447.72005652818,978840.1492351708,1196.751677890726,2541.91036765283,39627.12822832276,chp_biofuel_extraction
36,4,PRT_1,2316062.178386393,4330239.802687908,74875758.56061767,278971.80632709793,1848216.855065561,106529467.095434,hydro_reservoir
37,4,PRT_2,422663.9412216693,790236.2201321147,13664263.20956615,50910.25804587361,337285.6858007911,19440827.124153525,hydro_reservoir
38,4,PRT_1,2306842.211187343,3695420.922268684,12333623.258153928,272811.64769988845,2681474.03324506,11037446.795969147,hydro_run_of_river
39,4,PRT_2,326426.84734727966,522915.9564652071,1745254.0693956062,38603.87400855443,379438.6589038767,1561840.225958541,hydro_run_of_river
40,5,PRT_1,74909.45663434452,1176.6868993170638,129.10913190459985,157.55783240894343,534.8184095023446,137422.09780063754,ccgt
41,5,PRT_2,1549246.3460624935,24335.75093362467,2670.1815743086786,3258.5458114399016,11060.892762484416,2842106.8907910017,ccgt
42,5,PRT_1,31024.656732659325,255173.7533343028,2889310.610289318,3532.5352392962272,7503.133786862293,116970.15302738702,chp_biofuel_extraction
43,5,PRT_2,8244.340882722834,67808.62798708226,767791.3020135866,938.7186760500414,1993.8461579318664,31083.07766212544,chp_biofuel_extraction
44,5,PRT_1,2315181.652622723,4328593.522313954,74847292.12517299,278865.74619404064,1847514.195796341,106488966.48139916,hydro_reservoir
45,5,PRT_2,422580.0731981687,790079.415769553,13661551.848041754,50900.15606578542,337218.7591456774,19436969.53521086,hydro_reservoir
46,5,PRT_1,2306444.867630633,3694784.4020569096,12331498.845088853,272764.657077867,2681012.160983304,11035545.643672882,hydro_run_of_river
47,5,PRT_2,309892.1099326233,496428.3127546779,1656850.4408527126,36648.44379468833,360218.6754958629,1482727.192733067,hydro_run_of_river
48,6,PRT_1,79534.31576268755,1249.334751698002,137.08024228330825,167.28534629300964,567.8377359575678,145906.44506471764,ccgt
49,6,PRT_2,594846.870923283,9343.92734327034,1025.2398905515652,1251.1475561143632,4246.927847274998,1091252.1401863175,ccgt
50,6,PRT_1,32369.35514167848,266233.7222838018,3014541.693885104,3685.645539823267,7828.341319464276,122039.97797449358,chp_biofuel_extraction
51,6,PRT_2,9107.50945544012,74908.07686603218,848177.7551856848,1037.000936732301,2202.598484751169,34337.423420378014,chp_biofuel_extraction
52,6,PRT_1,2313627.311528947,4325687.438991135,74797041.9766474,278678.5243885876,1846273.83211576,106417473.09493066,hydro_reservoir
53,6,PRT_2,422397.2725034433,789737.6413337691,13655642.101399066,50878.13755502121,337072.8842515307,19428561.44462697,hydro_reservoir
54,6,PRT_1,2305685.838969115,3693568.484304593,12327440.668284254,272674.8928717172,2680129.8658542824,11031913.952511912,hydro_run_of_river
55,6,PRT_2,302989.9062930676,485371.4023098821,1619947.5356914958,35832.175764506006,352195.55204949947,1449702.5215713023,hydro_run_of_river
56,7,PRT_1,131958.85820163164,2072.825871006356,227.4358191209155,277.5504268692809,942.124397025532,242079.75777962012,ccgt
57,7,PRT_2,1571712.5524303906,24688.65284879272,2708.902885764821,3305.79921490612,11221.290945798984,2883321.3561924635,ccgt
58,7,PRT_1,45024.449116592165,370320.2189114229,4193104.203407907,5126.58220539894,10888.902601328078,169752.61800713427,chp_biofuel_extraction
59,7,PRT_2,16671.4414271009,137120.4303436518,1552602.9190012785,1898.246766711248,4031.891682968974,62855.20164554482,chp_biofuel_extraction
60,7,PRT_1,2319041.213010115,4335809.572973701,74972067.49364682,279330.6337704396,1850594.1237135136,106666490.60623848,hydro_reservoir
61,7,PRT_2,422923.6192397767,790721.7287252713,13672658.316039868,50941.53650050705,337492.9087736608,19452771.25982636,hydro_reservoir
62,7,PRT_1,2308173.590688016,3697553.711255465,12340741.531391377,272969.0992297463,2683021.6291500297,11043816.989098368,hydro_run_of_river
63,7,PRT_2,316927.7323903693,507698.9520318028,1694466.6750102208,37480.490193867096,368396.88501390856,1516390.2270651497,hydro_run_of_river
64,8,PRT_1,78560.08788485841,1234.031461135013,135.40112563722496,165.23624275388786,560.8822055409377,144119.214924194,ccgt
65,8,PRT_2,608397.2582342362,9556.778483111078,1048.5944684819326,1279.64822544156,4343.671261463136,1116110.4522599443,ccgt
66,8,PRT_1,22634.94009032095,186169.4286939237,2107980.537215168,2577.263761447068,5474.12934230823,85338.97502702956,chp_biofuel_extraction
67,8,PRT_2,9255.89563176457,76128.5338039417,861996.8848337226,1053.8965111590358,2238.4848232424256,34896.87372796349,chp_biofuel_extraction
68,8,PRT_1,2315626.3010480963,4329424.861959203,74861667.12272413,278919.304503297,1847869.0250932493,106509418.50563318,hydro_reservoir
69,8,PRT_2,422584.7601204637,790088.1787024584,13661703.371116318,50900.72060985983,337222.4993081241,19437185.11462796,hydro_reservoir
70,8,PRT_1,2306733.232460725,3695246.344976628,12333040.59907532,272798.7596636678,2681347.3563426747,11036925.370233515,hydro_run_of_river
71,8,PRT_2,295203.5838912232,472898.18737920193,1578317.6545469835,34911.35012950239,343144.72870589787,1412447.646127357,hydro_run_of_river
72,9,PRT_1,486776.250787741,7646.340835130319,838.9763054584322,1023.841506642372,3475.3542733675986,892995.5782393313,ccgt
73,9,PRT_2,743487.4278672084,11678.791376750978,1281.427215024131,1563.7847719262536,5308.151754429141,1363934.6301047427,ccgt
74,9,PRT_1,37306.46591170927,306840.81414212263,3474332.3260569386,4247.7957652303785,9022.353003374516,140654.03089568962,chp_biofuel_extraction
75,9,PRT_2,14444.485666687537,118804.00980140864,1345207.6539173662,1644.6807154313751,3493.315312832522,54459.06181633087,chp_biofuel_extraction
76,9,PRT_1,2317282.718375854,4332521.792736559,74915217.28431574,279118.8214844335,1849190.845574907,106585606.98488057,hydro_reservoir
77,9,PRT_2,422702.78476051503,790308.8441918471,13665518.978717512,50914.93678563159,337316.6829319888,19442613.76940509,hydro_reservoir
78,9,PRT_1,2307371.4034224446,3696268.656044324,12336452.605400668,272874.231003119,2682089.1664475542,11039978.798856655,hydro_run_of_river
79,9,PRT_2,293990.8967960797,470955.5364073125,1571833.9749572005,34767.93539443034,341735.1008864014,1406645.3553473928,hydro_run_of_river
80,10,PRT_1,1553985.5834273438,24410.195453322543,2678.3498196752475,3268.513898247982,11094.728695937996,2850801.0659981724,ccgt
81,10,PRT_2,1277376.855738563,20065.19175509892,2201.604768867326,2686.719909636155,9119.87202972163,2343359.771709971,ccgt
82,10,PRT_1,43431.50079878676,357218.42685536225,4044753.731203242,4945.205627552661,10503.657264142144,163746.8333145265,chp_biofuel_extraction
83,10,PRT_2,14947.704187005837,122942.91646791754,1392072.1405280812,1701.978276252398,3615.015801399101,56356.31237529944,chp_biofuel_extraction
84,10,PRT_1,2313962.027494753,4326313.242741678,74807862.9779469,278718.841232608,1846540.935346164,106432868.67187086,hydro_reservoir
85,10,PRT_2,422380.0016774214,789705.3508283745,13655083.754472362,50876.0572682409,337059.10213805723,19427767.0566742,hydro_reservoir
86,10,PRT_1,2305771.7978787245,3693706.185249842,12327900.25099939,272685.0585395948,2680229.784514919,11032325.236338282,hydro_run_of_river
87,10,PRT_2,317227.4706137938,508179.1144359217,1696069.2372946534,37515.93781928966,368745.30080887984,1517824.371402254,hydro_run_of_river
88,11,PRT_1,5959883.325705149,93618.57562320343,10272.072405898372,12535.48404164746,42550.773484209,10933461.622386638,ccgt
89,11,PRT_2,4370655.984188711,68654.79832700678,7532.982153731604,9192.845790290072,31204.435153705406,8018009.222039237,ccgt
90,11,PRT_1,179442.6476882368,1475892.3624334794,16711403.138853986,20431.732149481853,43397.16646264499,676540.4091526079,chp_biofuel_extraction
91,11,PRT_2,80368.17806894385,661017.7776730596,7484647.827860642,9150.896449652451,19436.579023382787,303006.67524745426,chp_biofuel_extraction
92,11,PRT_1,2330591.498072821,4357404.634012076,75345475.58421202,280721.8761635005,1859811.247387015,107197756.8753452,hydro_reservoir
93,11,PRT_2,423763.2958479663,792291.6352260986,13699804.142939731,51042.67631544951,338162.9704302703,19491392.97837852,hydro_reservoir
94,11,PRT_1,2313045.869707478,3705358.805917048,12366791.364164175,273545.30442527594,2688685.167648699,11067129.168922218,hydro_run_of_river
95,11,PRT_2,315230.94699282607,504980.8050218893,1685394.7446711003,37279.82505177289,366424.54119193583,1508271.6923605497,hydro_run_of_river
96,12,PRT_1,6193876.09595734,97294.16265401932,10675.3673274819,13027.643447638877,44221.37218888507,11362723.544752467,ccgt
97,12,PRT_2,2473832.411591822,38859.26184240178,4263.738778631678,5203.237214975256,17662.003906944567,4538268.663028769,ccgt
98,12,PRT_1,191488.69331180185,1574969.515843707,17833245.283059143,21803.32123831836,46310.43292341813,721956.7956127366,chp_biofuel_extraction
99,12,PRT_2,55755.21631261145,458579.37888086645,5192455.132031236,6348.410817114665,13484.07658185594,210210.09967520143,chp_biofuel_extraction
100,12,PRT_1,2328856.601073419,4354160.973237126,75289388.26062156,280512.9062341819,1858426.8001532487,107117958.64948729,hydro_reservoir
101,12,PRT_2,423537.9481950165,791870.3126099132,13692518.89964535,51015.53298467815,337983.1430774825,19481027.900271382,hydro_reservoir
102,12,PRT_1,2311629.644950933,3703090.09999057,12359219.462405404,273377.81893039786,2687038.9475945053,11060353.020416826,hydro_run_of_river
103,12,PRT_2,331712.35649975145,531383.0206675887,1773513.2534429447,39228.948603524885,385582.536225047,1587129.5698837976,hydro_run_of_river
104,13,PRT_1,4806316.0564230215,75498.1999826344,8283.857894377128,10109.17411160499,34314.8438709034,8817231.693330899,ccgt
105,13,PRT_2,1903333.186144203,29897.79028973044,3280.4629272351203,4003.300312598946,13588.906836362872,3491682.505858513,ccgt
106,13,PRT_1,217298.364128486,1787250.6905031886,20236886.88919556,24742.066780621,52552.35252952934,819265.2419568343,chp_biofuel_extraction
107,13,PRT_2,125032.85502139707,1028378.9174797687,11644246.631350972,14236.514209936331,30238.472807704948,471402.8687353118,chp_biofuel_extraction
108,13,PRT_1,2327454.515240282,4351539.55489262,75244060.35824355,280344.0237140381,1857307.93612048,107053468.38751592,hydro_reservoir
109,13,PRT_2,422244.0873660017,789451.2378056081,13650689.793350866,50859.68626520122,336950.6425623364,19421515.549568165,hydro_reservoir
110,13,PRT_1,2308463.8116076663,3698018.627517773,12342293.209034195,273003.42132030934,2683358.9820284257,11045205.596409349,hydro_run_of_river
111,13,PRT_2,313005.0649638665,501415.0773876245,1673493.9782341302,37016.58791272578,363837.1752972177,1497621.6121991936,hydro_run_of_river
112,14,PRT_1,5605401.489974383,88050.33162717082,9661.110263821309,11789.8987420676,40019.939326534986,10283161.384111935,ccgt
113,14,PRT_2,3797911.345824812,59658.05555383999,6545.836252738994,7988.186087778135,27115.30688735062,6967303.833903389,ccgt
114,14,PRT_1,442257.2261864271,3637507.976886323,41187192.08107855,50356.37460228046,106957.3521756399,1667412.3382012325,chp_biofuel_extraction
115,14,PRT_2,331820.7870895311,2729182.675753667,30902302.291811872,37781.84021906839,80248.93813486822,1251041.3435992117,chp_biofuel_extraction
116,14,PRT_1,2321755.6842768164,4340884.7007625885,75059823.38253528,279657.5943156104,1852760.270889754,106791345.27559333,hydro_reservoir
117,14,PRT_2,419991.64796553366,785239.9507183831,13577870.889654867,50588.37788062724,335153.19666308205,19317912.472226,hydro_reservoir
118,14,PRT_1,2252128.9793611104,3607773.6524922512,12041096.796955932,266341.1544632409,2617875.357225754,10775662.794276742,hydro_run_of_river
119,14,PRT_2,336982.0169728809,539824.696249566,1801687.701898399,39852.14890284378,391707.9910369051,1612343.08332781,hydro_run_of_river
120,15,PRT_1,6366743.526325959,100009.58537596304,10973.310536153347,13391.237296088932,45455.56461689575,11679850.460231518,ccgt
121,15,PRT_2,3524415.458547811,55361.94873321736,6074.456293888475,7412.939368495854,25162.674442652635,6465573.074422477,ccgt
122,15,PRT_1,493026.5219271865,4055078.809657899,45915310.94874922,56137.07760324842,119235.6127053268,1858824.3606794025,chp_biofuel_extraction
123,15,PRT_2,309624.71102051943,2546622.8463692814,28835192.93922156,35254.54647449834,74880.94551776207,1167356.987740836,chp_biofuel_extraction
124,15,PRT_1,2319160.635146677,4336032.851300978,74975928.28078261,279345.0182759434,1850689.4225391336,106671983.54018734,hydro_reservoir
125,15,PRT_2,419309.086216362,783963.794973672,13555804.41440622,50506.16269406051,334608.5126121897,19286517.39998764,hydro_reservoir
126,15,PRT_1,2298006.3231092626,3681266.366958308,12286381.832547206,271766.6983861544,2671203.194465047,10995170.109647045,hydro_run_of_river
127,15,PRT_2,333377.1000208263,534049.8385401578,1782413.8706203206,39425.82441097268,387517.6345608269,1595094.7952267744,hydro_run_of_river
128,16,PRT_1,5077683.750715567,79760.87688777586,8751.569836383123,10679.94458064272,36252.2820151993,9315058.262905903,ccgt
129,16,PRT_2,2903576.5477921204,45609.73525183479,5004.418191602809,6107.122487040217,20730.17561372248,5326638.294415091,ccgt
130,16,PRT_1,379171.0431042872,3118632.352916616,35312007.71683057,43173.24388239222,91700.32368225128,1429562.7931565116,chp_biofuel_extraction
131,16,PRT_2,130862.71855016632,1076328.7842867335,12187178.876995448,14900.315216120742,31648.39158271134,493382.806659043,chp_biofuel_extraction
132,16,PRT_1,2330323.1733802194,4356902.959111121,75336800.94020349,280689.5562090209,1859597.124370748,107185415.0277134,hydro_reservoir
133,16,PRT_2,422831.69550154905,790549.8629464508,13669686.522063974,50930.46420221686,337419.5536608498,19448543.14067732,hydro_reservoir
134,16,PRT_1,2310643.115693571,3701509.740120093,12353944.944653634,273261.1500611966,2685892.205709074,11055632.817128545,hydro_run_of_river
135,16,PRT_2,354200.7022884649,567407.9829002895,1893748.0849853773,41888.46412604777,411722.99567677226,1694728.572090595,hydro_run_of_river
136,17,PRT_1,6686244.803128848,105028.35047746646,11523.982431849883,14063.247625447975,47736.6539795884,12265978.536457673,ccgt
137,17,PRT_2,6998113.759926282,109927.22616359676,12061.499750613206,14719.204817455076,49963.25215479246,12838105.050352983,ccgt
138,17,PRT_1,787402.4460386725,6476282.373457749,73330392.06562363,89655.36386456044,190428.72730680383,2968689.884337285,chp_biofuel_extraction
139,17,PRT_2,152634.25744466067,1255396.8508069871,14214751.296965845,17379.270229909776,36913.71233964675,575466.5588847335,chp_biofuel_extraction
140,17,PRT_1,2330376.72656192,4357003.085144488,75338532.25602935,280696.0067387057,1859639.859792096,107187878.25687928,hydro_reservoir
141,17,PRT_2,423403.0635049705,791618.1246250392,13688158.225057391,50999.28600047405,337875.50513927866,19474823.75157278,hydro_reservoir
142,17,PRT_1,2035129.8781337463,3260154.290014765,10880902.506719336,240678.4185950771,2365635.54110101,9737396.707868788,hydro_run_of_river
143,17,PRT_2,327172.37005038426,524110.2384935654,1749240.0360585628,38692.04097378738,380305.2547030497,1565407.295752391,hydro_run_of_river
144,18,PRT_1,7284190.542795268,114420.95522965932,12554.56333368746,15320.91306413719,52005.70629721633,13362915.58029467,ccgt
145,18,PRT_2,8959998.894036612,140744.75760747207,15442.879057607031,18845.65804584536,63970.19245570661,16437201.65159195,ccgt
146,18,PRT_1,713315.5845351353,5866927.604909572,66430720.07667086,81219.67185077579,172511.2483641729,2689365.229690421,chp_biofuel_extraction
147,18,PRT_2,317655.13442864985,2612672.031041136,29583062.214880675,36168.90803924137,76823.05697174392,1197633.5468988596,chp_biofuel_extraction
148,18,PRT_1,2308876.885190736,4316805.775363349,74643465.88578106,278106.3311941381,1842482.9934634285,106198972.74938364,hydro_reservoir
149,18,PRT_2,418898.8067669477,783196.7134943153,13542540.528279409,50456.744159372574,334281.10974676977,19267646.209259607,hydro_reservoir
150,18,PRT_1,2041376.4885472632,3270160.979984032,10914300.256728915,241417.154894936,2372896.602797564,9767284.590863112,hydro_run_of_river
151,18,PRT_2,311338.94164906803,498746.04916942806,1664585.9839349566,36819.54892818795,361900.4730888267,1489649.785017678,hydro_run_of_river
152,19,PRT_1,5247201.532729327,82423.68292400902,9043.739806124371,11036.493079175203,37462.55952397244,9626040.217194458,ccgt
153,19,PRT_2,2905741.4460077533,45643.74173757297,5008.149471228109,6111.675939775912,20745.63197227105,5330609.820410394,ccgt
154,19,PRT_1,521701.7126230923,4290928.511412971,48585816.97380165,59402.097503378165,126170.54172030864,1966936.48171566,chp_biofuel_extraction
155,19,PRT_2,214256.2696255747,1762229.8601683164,19953578.16476697,24395.68725012676,51816.639569211766,807795.839971325,chp_biofuel_extraction
156,19,PRT_1,2326686.157072578,4350102.989349796,75219220.17856708,280251.4742704389,1856694.7865558744,107018127.0279843,hydro_reservoir
157,19,PRT_2,422158.693143319,789291.5799754207,13647929.091475189,50849.400453026574,336882.4980007783,19417587.761652835,hydro_reservoir
158,19,PRT_1,2244521.320436688,3595586.645586251,12000422.147170477,265441.4579186549,2609032.212358414,10739262.76214062,hydro_run_of_river
159,19,PRT_2,328988.9615071913,527020.3075239236,1758952.5142391608,38906.87461352469,382416.86112191074,1574099.0612564564,hydro_run_of_river
160,20,PRT_1,380677.7672021652,5979.73288892724,656.1117683547451,800.683472307426,2717.8608300653755,698356.9192117132,ccgt
161,20,PRT_2,147866.4317779984,2322.7039807702845,254.8530920184956,311.0089903696469,1055.697016310203,271262.3500717133,ccgt
162,20,PRT_1,118650.71686366668,975886.6639138566,11049881.328477172,13509.830007158138,28694.989607993,447340.7273429206,chp_biofuel_extraction
163,20,PRT_2,37708.58916545757,310148.2254326379,3511781.86155739,4293.582397993054,9119.60418644742,142170.12884746148,chp_biofuel_extraction
164,20,PRT_1,2318666.246356252,4335108.514278305,74959945.2316001,279285.4686942526,1850294.9004473065,106649243.66088992,hydro_reservoir
165,20,PRT_2,422824.991164875,790537.3281424255,13669469.778187752,50929.65665873654,337414.20360239333,19448234.768380675,hydro_reservoir
166,20,PRT_1,2307246.2521697674,3696068.171349121,12335783.479270875,272859.43037250417,2681943.690596344,11039379.993144603,hydro_run_of_river
167,20,PRT_2,326712.7101169678,523373.8912363327,1746782.446017019,38637.680695824354,379770.9458675334,1563207.9810204522,hydro_run_of_river
168,21,PRT_1,909531.4741639337,14287.03154782404,1567.6100768214308,1913.026926313044,6493.628418359896,1668543.9837779943,ccgt
169,21,PRT_2,521972.0681358777,8199.201035231157,899.63755743723,1097.8692321177034,3726.6359125756894,957562.6338702152,ccgt
170,21,PRT_1,271684.9355355302,2234573.143625137,25301880.81250337,30934.64069676167,65705.4302570976,1024315.2328377996,chp_biofuel_extraction
171,21,PRT_2,148430.38839893322,1220820.5764530818,13823247.096202176,16900.60851018845,35897.03092575255,559616.9973626492,chp_biofuel_extraction
172,21,PRT_1,2328745.6304123,4353953.496262548,75285800.70044859,280499.53971662,1858338.2456022475,107112854.44913264,hydro_reservoir
173,21,PRT_2,422874.90635105496,790630.6523752429,13671083.481595112,50935.66898853568,337454.0359045148,19450530.66450702,hydro_reservoir
174,21,PRT_1,2310420.209242373,3701152.65754224,12352753.166482782,273234.78871062835,2685633.099187685,11054566.286403708,hydro_run_of_river
175,21,PRT_2,319865.06689751404,512404.3832662252,1710171.250303063,37827.86508706687,371811.24346879806,1530444.362708822,hydro_run_of_river
176,22,PRT_1,380502.2925163433,5976.976511118009,655.8093314479033,800.3143945917019,2716.608023055476,698035.0092617549,ccgt
177,22,PRT_2,209862.04085238744,3296.538584445274,361.70474505560406,441.4049940719963,1498.3166070935156,384993.8739167912,ccgt
178,22,PRT_1,120884.69236849672,994260.8209379466,11257930.338812783,13764.195341883318,29235.26366271503,455763.3332370361,chp_biofuel_extraction
179,22,PRT_2,56450.7457257796,464300.0175471338,5257229.434952677,6427.605316610838,13652.28634754868,212832.40691277623,chp_biofuel_extraction
180,22,PRT_1,2318271.9120953414,4334371.244818057,74947196.83598807,279237.9707720942,1849980.221837057,106631105.88416512,hydro_reservoir
181,22,PRT_2,422511.7749803788,789951.7215893682,13659343.841316769,50891.92948302631,337164.2571903896,19433828.094185386,hydro_reservoir
182,22,PRT_1,2307146.460871145,3695908.311757944,12335249.94113997,272847.628859392,2681827.6931628385,11038902.52609293,hydro_run_of_river
183,22,PRT_2,300772.73884144536,481819.6348984991,1608093.3620874526,35569.96922832844,349618.3159819224,1439094.1376660853,hydro_run_of_river
184,23,PRT_1,1912993.2925662447,30049.532421946285,3297.1124666963915,4023.61851402612,13657.875468420623,3509404.061308774,ccgt
185,23,PRT_2,1176641.361639909,18482.82630315448,2027.9835362565536,2474.841906378139,8400.667817665259,2158559.566982898,ccgt
186,23,PRT_1,910442.1041571028,7488267.506495449,84789013.27620807,103664.92831775136,220185.1569720048,3432577.9383636774,chp_biofuel_extraction
187,23,PRT_2,434578.39208247233,3574350.5683637364,40472066.13972197,49482.04576432832,105100.2705613108,1638461.3522821525,chp_biofuel_extraction
188,23,PRT_1,2301788.489019046,4303552.912151681,74414305.7858121,277252.5273962814,1836826.4556544884,105872935.2734565,hydro_reservoir
189,23,PRT_2,418161.1023580799,781817.4599389883,13518691.351118729,50367.886989043625,333692.42187161266,19233714.7983139,hydro_reservoir
190,23,PRT_1,2293807.651289451,3674540.350062385,12263933.467349513,271270.15528851247,2666322.6571641667,10975080.908660443,hydro_run_of_river
191,23,PRT_2,298800.2918457879,478659.8947738952,1597547.596094817,35336.703809360304,347325.5430409915,1429656.656997985,hydro_run_of_river
192,24,PRT_1,941110.5237974172,14783.079118666608,1622.0377000847127,1979.447466967518,6719.088031303234,1726476.0452581216,ccgt
193,24,PRT_2,498904.3695925586,7836.850807464664,859.8795526701861,1049.3507039579094,3561.943357054452,915244.7254554022,ccgt
194,24,PRT_1,317787.25067103386,2613758.669895388,29595366.133799143,36183.95108342158,76855.00852081561,1198131.6557811664,chp_biofuel_extraction
195,24,PRT_2,126546.91673771683,1040831.8775322286,11785250.4342066,14408.90858688164,30604.63987659486,477111.2326400894,chp_biofuel_extraction
196,24,PRT_1,2331219.418030194,4358578.628396896,75365775.55006026,280797.509696301,1860312.32730606,107226638.64676815,hydro_reservoir
197,24,PRT_2,423335.78954594303,791492.3454565073,13685983.331498591,50991.18279061904,337821.8205421457,19471729.42229636,hydro_reservoir
198,24,PRT_1,2311797.5499992664,3703359.073666167,12360117.173397187,273397.67570806167,2687234.1204697783,11061156.388340635,hydro_run_of_river
199,24,PRT_2,310276.08964450564,497043.4248998151,1658903.4035920645,36693.853982422006,360665.0136206434,1484564.4036268508,hydro_run_of_river
200,25,PRT_1,4872201.709578379,76533.13987412617,8397.414177736357,10247.752085126776,34785.23655311938,8938099.539372958,ccgt
201,25,PRT_2,2733761.09819391,42942.25341680789,4711.735181116758,5749.94790120859,19517.772897916348,5015110.266162846,ccgt
202,25,PRT_1,600973.7432334742,4942930.619271553,55968381.14253412,68428.18420708555,145342.0238208603,2265810.426758444,chp_biofuel_extraction
203,25,PRT_2,328212.0637434421,2699501.397120944,30566223.7094346,37370.9430897696,79376.18926616032,1237435.6194275348,chp_biofuel_extraction
204,25,PRT_1,2324814.922115462,4346604.423479196,75158725.19783354,280026.08230949735,1855201.541676784,106932057.809009,hydro_reservoir
205,25,PRT_2,420728.45574578847,786617.5278865452,13601691.079792583,50677.12705122022,335741.1690289014,19351802.641891908,hydro_reservoir
206,25,PRT_1,2028733.498088028,3249907.6782035613,10846704.007438686,239921.97024714728,2358200.3871419826,9706792.228681162,hydro_run_of_river
207,25,PRT_2,320566.4947694895,513528.028056922,1713921.462204752,37910.81731178698,372626.5834239,1533800.453897284,hydro_run_of_river
208,26,PRT_1,5391975.252770705,84697.8062108676,9293.262498678148,11340.99713706528,38496.17602807038,9891628.958701458,ccgt
209,26,PRT_2,2633439.544379759,41366.39018943906,4538.827389414432,5538.940542818437,18801.524025473074,4831069.438753624,ccgt
210,26,PRT_1,1262107.7360800037,10380671.441523746,117539455.94329251,143706.34595281896,305233.4560489572,4758438.950620833,chp_biofuel_extraction
211,26,PRT_2,528268.1293345448,4344936.432037424,49197344.04530053,60149.76406513872,127758.59162238702,1991693.396004792,chp_biofuel_extraction
212,26,PRT_1,2312653.424847216,4323866.605806302,74765557.28477375,278561.21884761564,1845496.6708646943,106372678.25730307,hydro_reservoir
213,26,PRT_2,418832.2932262055,783072.356046477,13540390.218212567,50448.7325425951,334228.03196317784,19264586.85614033,hydro_reservoir
214,26,PRT_1,2030405.7667387915,3252586.5508762226,10855644.85802002,240119.7359910717,2360144.2326906235,9714793.459182262,hydro_run_of_river
215,26,PRT_2,310584.3865509706,497537.2977936332,1660551.72521439,36730.313774351234,361023.3780311809,1486039.4983194857,hydro_run_of_river
216,27,PRT_1,2959544.21067542,46488.88214007935,5100.880463447392,6224.839849374471,21129.75849406453,5429311.494675574,ccgt
217,27,PRT_2,2996137.431695669,47063.69292783506,5163.95019071266,6301.806748399718,21391.0169405134,5496442.100393778,ccgt
218,27,PRT_1,344442.54754124983,2832995.0085025765,32077760.467157014,39218.98145682191,83301.43789694553,1298628.308516648,chp_biofuel_extraction
219,27,PRT_2,220079.22287962577,1810122.89086742,20495866.86001748,25058.70143732505,53224.88713424599,829749.7245563131,chp_biofuel_extraction
220,27,PRT_1,2321731.144967409,4340838.820692825,75059030.05348584,279654.6385333627,1852740.6885289345,106790216.56688312,hydro_reservoir
221,27,PRT_2,420477.0747599177,786147.5318904035,13593564.20730166,50646.84798170339,335540.56708502205,19340240.136052195,hydro_reservoir
222,27,PRT_1,2107679.432116084,3376374.26309632,11268791.570837293,249258.2699892589,2449967.1629968216,10084521.378237631,hydro_run_of_river
223,27,PRT_2,323360.7312313124,518004.22492583207,1728860.9581300423,38241.26915175945,375874.60467077495,1547169.9145969187,hydro_run_of_river
224,28,PRT_1,2300237.0336061763,36132.40443032905,3964.540926165855,4838.112266797626,16422.61427414519,4219806.320847735,ccgt
225,28,PRT_2,2601360.119562549,40862.48266406085,4483.537351597632,5471.467557881472,18572.491968249145,4772219.434325774,ccgt
226,28,PRT_1,302422.1385236259,2487382.6274191714,28164421.00076058,34434.445824292634,73139.04501844478,1140201.6185642416,chp_biofuel_extraction
227,28,PRT_2,200930.249552232,1652625.0839277625,18712532.64659672,22878.357472256987,48593.81869102143,757553.6529051891,chp_biofuel_extraction
228,28,PRT_1,2323975.093209111,4345034.232233182,75131574.44730055,279924.9241501021,1854531.358486292,106893429.08535908,hydro_reservoir
229,28,PRT_2,421121.2144714934,787351.851637769,13614388.540073616,50724.43519872295,336054.59036257537,19369867.950387035,hydro_reservoir
230,28,PRT_1,2258605.3900266765,3618148.4684890592,12075723.18311568,267107.06738796795,2625403.5387997366,10806650.192462612,hydro_run_of_river
